0,0.6636922941519355,0.0017833180370702417,0.33452438781099425
1,0.4568895615428642,0.001,0.5421104384571358
2,0.32806613281407626,0.001,0.6709338671859237
3,0.17226221114304419,0.012537666211677512,0.8152001226452783
4,0.1577040390362191,0.0677833472781576,0.7745126136856233
5,0.05181277523917205,0.07875584318746809,0.8694313815733599
6,0.008945383004793,0.17997917974864297,0.8110754372465641
7,0.001,0.18736224204301946,0.8116377579569806
8,0.001,0.26135630495097095,0.737643695049029
9,0.001,0.28003580618235796,0.7189641938176421
10,0.001,0.3677461241521589,0.6312538758478411
11,0.001,0.4522721543745625,0.5467278456254375
12,0.001,0.5703544057200305,0.4286455942799695
13,0.001,0.6345218583022014,0.3644781416977986
14,0.001,0.6967450364845635,0.30225496351543646
15,0.001,0.6951314217238076,0.3038685782761924
16,0.001,0.782921204417075,0.21607879558292498
17,0.001,0.7886612733868006,0.2103387266131994
18,0.001,0.8637998323745371,0.13520016762546294
19,0.001,0.8185353516884472,0.18046464831155284
20,0.001,0.8324281269122239,0.1665718730877761
21,0.001,0.8401185125072416,0.15888148749275843
22,0.001,0.8511719342089084,0.14782806579109165
23,0.001,0.859221894185712,0.13977810581428796
24,0.001,0.9024226421354182,0.09657735786458177
25,0.001,0.9361761450172417,0.06282385498275833
26,0.001,0.9093761557761775,0.08962384422382252
27,0.001,0.8727602410555901,0.12623975894440986
28,0.001,0.9343564767023321,0.06464352329766787
29,0.001,0.9121540499705675,0.08684595002943252
30,0.001,0.8513164367656751,0.14768356323432485
31,0.001,0.8774889530936518,0.12151104690634817
32,0.001,0.9374295447490716,0.06157045525092841
33,0.001,0.9407663401719975,0.05823365982800255
34,0.001,0.9334643148083687,0.06553568519163133
35,0.001,0.8774269693302689,0.12157303066973113
36,0.001,0.9205096740341216,0.07849032596587835
37,0.001,0.943591034096954,0.055408965903046004
38,0.001,0.9292329454567156,0.06976705454328436
39,0.001,0.9279123387324103,0.0710876612675897
40,0.001,0.8852956664696006,0.11370433353039944
